inn,short_name,region,address,net_profit_2021,2022,2023,2024,net_profit_2025,growth_pct
1655194253,"ООО ""МДМ-СТРОЙ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, ПУШКИНА, 21",1174.0,25.0,0.0,-2.0,0.0,-100.0
1655201824,"ООО ""СК АЛЬФА-ГРУПП""",ТАТАРСТАН,"420015, ТАТАРСТАН, КАЗАНЬ, КАРЛА МАРКСА, 50/8, 11-12",-7366.0,-3106.0,,,,
1655203148,"ООО ""СК ""ПРЕМЬЕР-СИТИ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, МОСКОВСКАЯ, 27, 5",62585.0,5477.0,,,,
1655211269,"ООО ""ПСК ""ВЭСТА""",ТАТАРСТАН,"422627, ТАТАРСТАН, ЛАИШЕВСКИЙ, САПУГОЛИ, ОЗЕРНАЯ, 205",5521.0,3435.0,2789.0,5385.0,6154.0,11.46531425466401
1655211533,"ООО ""АПЕКС""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, КАРЛА ФУКСА, 11/6, ОФИС 16",7702.0,12024.0,3197.0,25767.0,75299.0,877.6551545053233
1655211580,"ООО ""ПО ""ТАТКОММУНЖИЛСЕРВИС""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, БОЛЬШАЯ КРАСНАЯ, 13А",37849.0,9700.0,255.0,11889.0,4856.0,-87.17007054347539
1655213160,"ООО ""СМУ-77""",ТАТАРСТАН,"420088, ТАТАРСТАН, КАЗАНЬ, ЖУРНАЛИСТОВ, 56Г, 8",7082.0,52777.0,1051.0,311.0,107.0,-98.48912736515109
1655232149,"ООО ""СЕРВИССТРОЙ""",ТАТАРСТАН,"420012, ТАТАРСТАН, КАЗАНЬ, ВОЛКОВА, 70, 68",-10.0,0.0,-241.0,0.0,,
1655241263,"ООО ""КАЗАНЬСОЮЗСТРОЙ""",ТАТАРСТАН,"420124, ТАТАРСТАН, КАЗАНЬ, МЕРИДИАННАЯ, 26Б, 206",10626.0,6833.0,1954.0,-27154.0,,
1655244828,"ООО ""ССК""",ТАТАРСТАН,"420097, ТАТАРСТАН, КАЗАНЬ, АМИРХАНА ЕНИКИ, 17Б, 1001",4609.0,-5155.0,-2562.0,-12757.0,-3133.0,-167.97569971794314
1655248928,"ООО ""АККОРД А""",ТАТАРСТАН,"420012, ТАТАРСТАН, КАЗАНЬ, МУШТАРИ, 11А",330.0,29.0,427.0,60642.0,15194.0,4504.242424242424
1655254174,"ООО ""СТАЛЬНОЕ РЕШЕНИЕ""",ТАТАРСТАН,"420061, ТАТАРСТАН, КАЗАНЬ, НИКОЛАЯ ЕРШОВА, 1А, 863",53.0,55.0,-32.0,323.0,3367.0,6252.830188679245
1655256284,"ООО ""ДЖАСПЕР УОЛЛ МЕНЕДЖМЕНТ""",ТАТАРСТАН,"420111, ТАТАРСТАН, Казань, МАРТЫНА МЕЖЛАУКА, 15/1, 304",6711.0,1056.0,,,,
1655256679,"ООО ""ИСК ""СДС""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, ЛЕВО-БУЛАЧНАЯ, 16, 23",-59.0,-6.0,-47.0,0.0,0.0,100.0
1655274420,"ООО ""ЭКОПОЛИС""",ТАТАРСТАН,"420044, ТАТАРСТАН, КАЗАНЬ, ЯМАШЕВА, 36Д, 10-2А",3703.0,2646.0,2034.0,3356.0,3409.0,-7.9395085066162565
1655279725,"ООО ""СПЕЦЭНЕРГОСТРОЙ""",ТАТАРСТАН,"420087, ТАТАРСТАН, КАЗАНЬ, РОДИНЫ, 7, 1002",5815.0,6685.0,7708.0,7160.0,4995.0,-14.10146173688736
1655279884,"ООО ""УРБАН КОНСТРАКШН""",ТАТАРСТАН,"420132, ТАТАРСТАН, КАЗАНЬ, АДОРАТСКОГО, 29Д, 301",801.0,8477.0,12057.0,401254.0,92374.0,11432.334581772784
1655283697,"ООО ""БРИО СТРОЙ""",ТАТАРСТАН,"420032, ТАТАРСТАН, КАЗАНЬ, ГЛАДИЛОВА, 38А, 11",9625.0,11159.0,5310.0,370.0,-117061.0,-1316.2181818181818
1655284186,"ООО СМП ""ПОРТАЛ""",ТАТАРСТАН,"420087, ТАТАРСТАН, КАЗАНЬ, АДЕЛЯ КУТУЯ, 157, 1",23247.0,51022.0,93026.0,112143.0,137925.0,493.3023615950445
1655292998,"ООО ""СТРОЙСЕРВИС ТАПС""",ТАТАРСТАН,"420043, ТАТАРСТАН, КАЗАНЬ, ЧЕХОВА, 9, 301",-6389.0,-1342.0,-461.0,-105.0,1235.0,119.33009860698074
1655294610,"ООО ""ЗОЛЬТ ГРУПП""",ТАТАРСТАН,"420095, ТАТАРСТАН, КАЗАНЬ, ВАСИЛЬЧЕНКО, 1, 1007",2143.0,1562.0,-79163.0,-30923.0,,
1655300462,"ООО ""ТВСТРОЙ""",ТАТАРСТАН,"420108, ТАТАРСТАН, КАЗАНЬ, МАЗИТА ГАФУРИ, 2А",153.0,166.0,86.0,256.0,,
1655318220,"ООО ""ОСК""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, МИХАИЛА ХУДЯКОВА, 10",228.0,8175.0,14225.0,17091.0,9509.0,4070.614035087719
1655334214,"ООО ""РЕНТСИТИ К""",ТАТАРСТАН,"420043, ТАТАРСТАН, КАЗАНЬ, ВИШНЕВСКОГО, 24, 2/405",-6636.0,-104.0,-15286.0,414.0,-1.0,99.9849306811332
1655339420,"ООО ""АЙР-ГРУПП""",ТАТАРСТАН,"420012, ТАТАРСТАН, КАЗАНЬ, МУШТАРИ, 12, 31",91592.0,-707.0,,,,
1655361899,"ООО ""СКС СТРОИТЕЛЬ""",ТАТАРСТАН,"423458, ТАТАРСТАН, АЛЬМЕТЬЕВСКИЙ, АЛЬМЕТЬЕВСК, МАЯКОВСКОГО, 62, 11",16577.0,37627.0,39759.0,26076.0,71.0,-99.57169572298969
1655375919,"ООО ПМК ""СТРОЙ-ТЕХ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, ТАЗИ ГИЗЗАТА, 3А, 301",-11.0,-19597.0,,,,
1655384303,"ООО ""ЭНКИ""",ТАТАРСТАН,"420015, ТАТАРСТАН, КАЗАНЬ, ПУШКИНА, 52, 1002",2987.0,76.0,44320.0,24235.0,59965.0,1907.5326414462672
1655398803,"ООО ""ПСК СИСТЕМА""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, ТАТАРСТАН, 22/41, 618",-30815.0,5547.0,,,,
1655399846,"ООО ""ТИМЕР ИНЖИНИРИНГ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, МОСКОВСКАЯ, 25/29, 417",9594.0,6875.0,3257.0,16740.0,4015.0,-58.150927663122786
1655403179,"ООО ""СТФ СТАНДАРТ-Р""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, МОСКОВСКАЯ, 25/29, 406",449.0,1300.0,8781.0,1915.0,-229003.0,-51102.89532293987
1655408184,"ООО ""ССС""",ТАТАРСТАН,"420043, ТАТАРСТАН, КАЗАНЬ, КАЛИНИНА, 37, 3",30658.0,752.0,39709.0,14554.0,-17390.0,-156.72255202557244
1655409117,"ООО ""ИНЖИНИРИНГ""",ТАТАРСТАН,"420006, ТАТАРСТАН, КАЗАНЬ, РАХИМОВА, 10В, 3-3Б",18158.0,1389.0,1066.0,1754.0,378.0,-97.9182729375482
1655409759,"АО ""ОРЛАН""",ТАТАРСТАН,"420043, ТАТАРСТАН, КАЗАНЬ, ЛЕСГАФТА, 6/57, 14Д",534.0,91.0,165.0,31.0,15.0,-97.19101123595506
1655416530,"ООО ""АНТИКОР ГРУПП""",ТАТАРСТАН,"420111, ТАТАРСТАН, Казань, ТАЗИ ГИЗЗАТА, 6/31, 3/1020/3",2844.0,8171.0,233.0,1770.0,301.0,-89.41631504922644
1655417140,"ООО ""БОГАТЫРЬ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, БОЛЬШАЯ КРАСНАЯ, 15/9, 2-3",5615.0,345.0,498.0,903.0,-15030.0,-367.6758682101514
1655418190,"ООО ""ЭЛЬБА""",ТАТАРСТАН,"420097, ТАТАРСТАН, КАЗАНЬ, ЛЕЙТЕНАНТА ШМИДТА, 35А, 223",399.0,100.0,986.0,3201.0,2652.0,564.6616541353384
1655418288,"ООО ""РОДОС""",ТАТАРСТАН,"420043, ТАТАРСТАН, КАЗАНЬ, ЧЕХОВА, 51, 37",14251.0,6550.0,13894.0,18078.0,12274.0,-13.872710686969336
1655421756,"ООО ""ЕВРОСТРОЙ""",ТАТАРСТАН,"420021, ТАТАРСТАН, Казань, НАРИМАНОВА, 40, 413",-1649.0,-1095.0,,,,
1655422453,"ООО ""ЭКСПЕРТ""",ТАТАРСТАН,"420108, ТАТАРСТАН, Казань, МАЗИТА ГАФУРИ, 2А, 5",-2456.0,-2464.0,,,,
1655428173,"ООО ""ВСР""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, ГАЛИАСКАРА КАМАЛА, 37, 2",279.0,436.0,120.0,3.0,,
1655429709,"ООО ""ИРБИС""",ТАТАРСТАН,"420097, ТАТАРСТАН, КАЗАНЬ, ДОСТОЕВСКОГО, 73, 9",37.0,30.0,-162.0,,,
1655433720,"ООО ""СТРОЙСЕРВИС""",ТАТАРСТАН,"420043, ТАТАРСТАН, Казань, ВИШНЕВСКОГО, 26А, 512",1.0,0.0,,,,
1655449984,"ООО ""СК ""ТАУРУС""",ТАТАРСТАН,"420107, ТАТАРСТАН, Казань, ОСТРОВСКОГО, 57В, 304",257.0,731.0,86.0,,,
1655450193,"ООО ""ДСМ""",ТАТАРСТАН,"420111, ТАТАРСТАН, Казань, ЛЕВО-БУЛАЧНАЯ, 16, 29",2085.0,-394.0,-219.0,-353.0,-8.0,-100.38369304556356
1655450387,"ООО ГК ""АЙКОН""",ТАТАРСТАН,"420107, ТАТАРСТАН, Казань, ОСТРОВСКОГО, 102, 204",10997.0,3620.0,4051.0,6687.0,17582.0,59.879967263799216
1655463185,"ООО ""ЭТАЛОН СТРОЙ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, ТАЗИ ГИЗЗАТА, 6/31, 1021",620.0,-47.0,,,,
1655467951,"ООО ""ДОМСТРОЙ""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, САИД-ГАЛЕЕВА, 6, 20А",,586.0,778.0,655.0,31.0,
1655470231,"ООО ""СТРОЙ ДОМ""",ТАТАРСТАН,"420111, ТАТАРСТАН, Казань, ТАЗИ ГИЗЗАТА, 6/31, 1020",,1720.0,,,,
1655473627,"ООО ""СК ""БС""",ТАТАРСТАН,"420111, ТАТАРСТАН, Казань, УНИВЕРСИТЕТСКАЯ, 14, 9",,3152.0,2734.0,6313.0,,
1655475582,"ООО ""СК ""ТОН""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, ЧЕРНЫШЕВСКОГО, 30Б, 214",,61643.0,12504.0,12060.0,-12340.0,
1655476201,"ООО СК ""ЭЛЛАДА""",ТАТАРСТАН,"420108, ТАТАРСТАН, КАЗАНЬ, МАЗИТА ГАФУРИ, 50, 1",,66713.0,315343.0,675624.0,584041.0,
1655478375,"ООО ""ЭНЕРГОПРОМ""",ТАТАРСТАН,"420097, ТАТАРСТАН, Казань, ЛЕЙТЕНАНТА ШМИДТА, 35А, 316",,1603.0,15799.0,-16538.0,-1722.0,
1656032907,"ООО ""БЭС""",ТАТАРСТАН,"420051, ТАТАРСТАН, КАЗАНЬ, АВТОСЕРВИСНАЯ, 21",-1019.0,-3538.0,-12447.0,691.0,550.0,153.97448478900884
1656047942,"ООО ""РОЗДОРСТРОЙ""",ТАТАРСТАН,"420030, ТАТАРСТАН, КАЗАНЬ, КЛАРЫ ЦЕТКИН, 17А, 4",2302.0,5044.0,18191.0,14481.0,-2655.0,-215.33449174630755
1656050350,"ООО ""РЕМОНТСТРОЙСЕРВИС""",ТАТАРСТАН,"422060, ТАТАРСТАН, САБИНСКИЙ, БОГАТЫЕ САБЫ, СТРОИТЕЛЕЙ, 4, 1",8303.0,96935.0,545.0,1635.0,2627.0,-68.36083343369866
1656052501,"ООО ""СТРОЙ МАСТЕР""",ТАТАРСТАН,"420094, ТАТАРСТАН, КАЗАНЬ, МАРШАЛА ЧУЙКОВА, 1А, 404",15258.0,12445.0,9393.0,8878.0,4928.0,-67.70218901559838
1656056827,"ООО ""СТРОЙТЕХЛОГИСТИКА""",МОРДОВИЯ,"430027, МОРДОВИЯ, САРАНСК, ГАГАРИНА, 99А, 13",745.0,34248.0,36391.0,36572.0,64625.0,8574.496644295301
1656060372,"ООО ""ДК ""КОНСОЛЬ""",ТАТАРСТАН,"423800, ТАТАРСТАН, НАБЕРЕЖНЫЕ ЧЕЛНЫ, ГИДРОСТРОИТЕЛЕЙ, 18А, 19",11006.0,4375.0,735.0,190.0,47.0,-99.57296020352535
1656070211,"ООО ""ГЕДЕОН""",ТАТАРСТАН,"420095, ТАТАРСТАН, КАЗАНЬ, СЕРОВА, 9, 24",1069.0,11689.0,2.0,-5561.0,,
1656075202,"ООО  ""ЭНЕРГОСТРОЙСЕРВИС КАЗАНЬ""",ТАТАРСТАН,"420125, ТАТАРСТАН, КАЗАНЬ, АЗАТА АББАСОВА, 12, 1003",859.0,77.0,1930.0,,,
1656089798,"ООО ""СЗ ""АРТ-СТРОЙ 1""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, МОСКОВСКАЯ, 2А, 1",44267.0,81077.0,64121.0,8492.0,2543.0,-94.25531434251249
1656093650,"ООО ""СК ""ИМИДЖ""",ТАТАРСТАН,"420030, ТАТАРСТАН, КАЗАНЬ, КРАСНОГО ХИМИКА, 3, 416",11856.0,4976.0,18319.0,88282.0,1980.0,-83.2995951417004
1656094318,"ООО ""СФ ОСНОВАНИЕ""",ТАТАРСТАН,"420059, ТАТАРСТАН, Казань, РОТОРНАЯ, 27Б, 1010",875.0,2220.0,854.0,5693.0,1441.0,64.6857142857143
1656095590,"ООО ""СК ""СТРОЙ ПЛЮС""",ТАТАРСТАН,"420102, ТАТАРСТАН, КАЗАНЬ, 2-Я ЮГО-ЗАПАДНАЯ, 3, 5 КАБИНЕТ 4",227.0,356.0,586.0,0.0,,
1656096971,"ООО СК ""ТСК""",ТАТАРСТАН,"420004, ТАТАРСТАН, КАЗАНЬ, ГОРЬКОВСКОЕ ШОССЕ, 47, 22",2510.0,1430.0,4537.0,236.0,,
1656099355,"ООО ""ИВЕНТ ГРУПП""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, ГАЛИАСКАРА КАМАЛА, 41, 513",42306.0,29901.0,40815.0,15414.0,2527.0,-94.02685198317023
1656100988,"ООО ""ПРОМСТРОЙМОНТАЖ""",ТАТАРСТАН,"420051, ТАТАРСТАН, КАЗАНЬ, ТЭЦЕВСКАЯ, 289, 1",290.0,110.0,295.0,233.0,163.0,-43.79310344827586
1656103160,"ООО ""МАИС""",ТАТАРСТАН,"420033, ТАТАРСТАН, КАЗАНЬ, БОГАТЫРЕВА, 5, 13",-14543.0,27986.0,82217.0,43189.0,,
1656105577,"ООО ""ГРАНИТ""",ТАТАРСТАН,"420079, ТАТАРСТАН, КАЗАНЬ, 2-Я СТАРО-АРАКЧИНСКАЯ, 41Б, 1006",-13582.0,15439.0,34981.0,7201.0,,
1656105584,"ООО СЗ ""АЛАФУЗОВСКИЙ""",ТАТАРСТАН,"420032, ТАТАРСТАН, КАЗАНЬ, ГЛАДИЛОВА, 55, 1",-13838.0,-7463.0,40799.0,17085.0,10937.0,179.03598785951726
1656107045,"ООО ""САДАКА""",ТАТАРСТАН,"420066, ТАТАРСТАН, КАЗАНЬ, КОМСОМОЛЬСКАЯ, 1, 1001",5591.0,786.0,17600.0,-5062.0,-6571.0,-217.5281702736541
1657029199,"ООО ""САЙЯР""",ТАТАРСТАН,"420124, ТАТАРСТАН, Казань, МЕРИДИАННАЯ, 12, 2",356.0,2024.0,3414.0,-1440.0,-128.0,-135.95505617977528
1657037577,"ООО ""НОВИНКА+""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, ЛЕВО-БУЛАЧНАЯ, 24, 1006",5558.0,,,,,
1657056812,"ООО ""СК КОРУНД""",ТАТАРСТАН,"420136, ТАТАРСТАН, Казань, ФАТЫХА АМИРХАНА, 101В, 309",105.0,70.0,262.0,-482.0,541.0,415.2380952380953
1657059203,"ООО ""АЛЬМЕТЬРЕМСТРОЙ""",ТАТАРСТАН,"420012, ТАТАРСТАН, КАЗАНЬ, НЕКРАСОВА, 38, 20",468.0,0.0,0.0,,-1997.0,-526.7094017094017
1657073776,"ООО ""КАЗКАПСТРОЙ""",ТАТАРСТАН,"421001, ТАТАРСТАН, Казань, СИБГАТА ХАКИМА, 60, 1001",1374.0,671.0,561.0,517.0,1488.0,8.296943231441048
1657085027,"ООО ""ССФ ""УНИВЕРСАЛЬ""",ТАТАРСТАН,"420088, ТАТАРСТАН, КАЗАНЬ, ПОБЕДЫ, 173, 706, 707, 708",610.0,16470.0,34728.0,1766.0,463.0,-24.098360655737704
1657096614,"ООО ""ФЕСТА""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, КАЮМА НАСЫРИ, 3, 205",23597.0,1919.0,-4390.0,-6225.0,-8389.0,-135.5511293808535
1657096685,"ООО ""ЕВРОТЕХСТРОЙ+""",ТАТАРСТАН,"420088, ТАТАРСТАН, КАЗАНЬ, КАСПИЙСКАЯ, 33, 1221",2061.0,5991.0,4304.0,-7211.0,692.0,-66.42406598738476
1657102240,"ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""УНИСТРОЙРЕГИОН""",САМАРСКАЯ,"445044, САМАРСКАЯ, ТОЛЬЯТТИ, ИТАЛЬЯНСКИЙ, 18, Н2,Н3",66715.0,-75039.0,50550.0,-48862.0,-190922.0,-386.1755227460091
1657102836,"АО ""ТСНРУ""",МОСКВА,"117447, МОСКВА, ШВЕРНИКА, 18, 1, 3П",7746.0,4602.0,5725.0,7458.0,71700.0,825.6390395042603
1657112351,"ООО ""СПУТНИК БЕЗОПАСНОСТИ""",МОСКВА,"109518, МОСКВА, ГРАЙВОРОНОВСКАЯ, 4, 1, 6/1П",5035.0,11235.0,11234.0,17955.0,1323.0,-73.72393247269116
1657124526,"ООО ""ДСК ""ВЕЛЕС""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, ПАРИЖСКОЙ КОММУНЫ, 8, 25",28275.0,4738.0,123512.0,128165.0,60743.0,114.82935455349248
1657125199,"ООО ""СФ РР ГРУПП""",ТАТАРСТАН,"420032, ТАТАРСТАН, КАЗАНЬ, ГЛАДИЛОВА, 54, 1305",5213.0,3129.0,10086.0,9092.0,5670.0,8.766545175522731
1657125304,"ООО ""АК БАРС ИНЖИНИРИНГ""",ТАТАРСТАН,"420124, ТАТАРСТАН, КАЗАНЬ, МЕРИДИАННАЯ, 1, 16Е",28555.0,17020.0,-21919.0,35316.0,-16990.0,-159.499212046927
1657127284,"ООО ""НИЦ""",ТАТАРСТАН,"420094, ТАТАРСТАН, Казань, ГОЛУБЯТНИКОВА, 20А, 2-7",524.0,-3115.0,,,,
1657138511,"ООО ""БИГТАУ СТРОЙ-ИНВЕСТ""",ТАТАРСТАН,"420094, ТАТАРСТАН, КАЗАНЬ, ГОЛУБЯТНИКОВА, 26А, 19",645.0,984.0,779.0,960.0,814.0,26.2015503875969
1657189643,"ООО ""СТРОЙПРОМСЕРВИС""",ТАТАРСТАН,"420133, ТАТАРСТАН, КАЗАНЬ, МАРШАЛА ЧУЙКОВА, 62, 178",11699.0,-302.0,6508.0,18607.0,48112.0,311.2488246858706
1657191681,"ООО ""РАМ-СТРОЙ""",МОСКВА,"119049, МОСКВА, МЫТНАЯ, 28, 3, 1/1",13832.0,5008.0,19048.0,7862.0,19087.0,37.99161364950839
1657195090,"ООО ""АЛЬЯНСЭНЕРГО""",ТАТАРСТАН,"420080, ТАТАРСТАН, Казань, ЯМАШЕВА, 10, 3 НА 2 ЭТАЖЕ СТОЛЯРНОЙ МАСТЕРСКОЙ",40.0,-30312.0,0.0,,,
1657205817,"ООО ""ЛЕСТА СТРОЙ""",МОСКВА,"107113, МОСКВА, СОКОЛЬНИЧЕСКАЯ, 4А, 34А/4",84.0,-91.0,-6314.0,4868.0,7781.0,9163.095238095239
1657220029,"ООО ""ЭКОСТРОЙИНЖИНИРИНГ""",ТАТАРСТАН,"420081, ТАТАРСТАН, КАЗАНЬ, ТУЛПАР, 7, 1105",4784.0,1724.0,5301.0,12029.0,25708.0,437.3745819397993
1657220036,"ООО ""ИНВЕСТСТРОЙПРОЕКТ""",ТАТАРСТАН,"420133, ТАТАРСТАН, КАЗАНЬ, АКАДЕМИКА ЛАВРЕНТЬЕВА, 11, 1045",9118.0,8803.0,3775.0,15407.0,27773.0,204.5953059881553
1657222964,"ООО ""ХАЙР""",ТАТАРСТАН,"420015, ТАТАРСТАН, КАЗАНЬ, ПУШКИНА, 46, 1002",157.0,,,,,
1657223090,"ООО ""СК ВОСТОК""",ТАТАРСТАН,"421001, ТАТАРСТАН, КАЗАНЬ, ЧИСТОПОЛЬСКАЯ, 70, 6",323.0,237.0,528.0,273.0,17738.0,5391.6408668730655
1657225115,"ООО ""РЕМСТРОЙ""",ТАТАРСТАН,"423576, ТАТАРСТАН, Нижнекамский, Нижнекамск, ВОКЗАЛЬНАЯ, 26, 353",59.0,18.0,,,,
1657235480,"ООО ""ЭНЕРГОХИММОНТАЖ""",ТАТАРСТАН,"421001, ТАТАРСТАН, КАЗАНЬ, ЧИСТОПОЛЬСКАЯ, 81, 196",1349.0,3667.0,759.0,140.0,427.0,-68.34692364714603
1657238354,"ООО ""ЯНТАРЬ""",ТАТАРСТАН,"420066, ТАТАРСТАН, КАЗАНЬ, ЯМАШЕВА, 33Б, 303",-22366.0,-1025.0,16758.0,-57594.0,,
1657239005,"ООО ""ДМГ-СТРОЙ""",ТАТАРСТАН,"421001, ТАТАРСТАН, КАЗАНЬ, АЛЕКСЕЯ КОЗИНА, 3",1683.0,30463.0,9618.0,-17836.0,-5818.0,-445.6922162804516
1657243548,"ООО ""УРБАН""",ТАТАРСТАН,"420126, ТАТАРСТАН, КАЗАНЬ, АКАДЕМИКА ЛАВРЕНТЬЕВА, 3, 13Г",-21353.0,183.0,566.0,-6118.0,33622.0,257.4579684353487
1657243900,"ООО ""ГК ""РР ГРУПП""",ТАТАРСТАН,"420032, ТАТАРСТАН, КАЗАНЬ, ГЛАДИЛОВА, 54, 1301",-568.0,14117.0,33687.0,75066.0,63910.0,11351.760563380281
1657244157,"ООО ""ТАСК-МОНТАЖ""",ТАТАРСТАН,"420124, ТАТАРСТАН, КАЗАНЬ, МУСИНА, 1, 171",4545.0,1141.0,10527.0,7660.0,1630.0,-64.13641364136413
1657245993,"ООО ""НОСТРОМО""",ТАТАРСТАН,"420126, ТАТАРСТАН, Казань, АКАДЕМИКА ЛАВРЕНТЬЕВА, 3, 209",174.0,1106.0,827.0,2002.0,2124.0,1120.689655172414
1657261025,"ООО ""СК ВИАДУК""",ТАТАРСТАН,"420126, ТАТАРСТАН, КАЗАНЬ, АКАДЕМИКА ЛАВРЕНТЬЕВА, 3А, 318",31407.0,-19178.0,8344.0,-7536.0,978.0,-96.88604451236985
1657265943,"ООО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ЦЕХ""",ТАТАРСТАН,"420132, ТАТАРСТАН, КАЗАНЬ, ФАТЫХА АМИРХАНА, 42А, 1",1647.0,1128.0,-3615.0,125.0,0.0,-100.0
1657267845,"ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ИЗУМРУДНЫЙ""",ТАТАРСТАН,"420124, ТАТАРСТАН, Казань, МЕРИДИАННАЯ, 26А, 30",-7953.0,-103492.0,-103922.0,42236.0,1000.0,112.57387149503333
1658049374,"ООО ""МАТИРОС""",ТАТАРСТАН,"420111, ТАТАРСТАН, КАЗАНЬ, КАРЛА МАРКСА, 3, 42",394.0,-846.0,0.0,,,
1658073480,"ООО ""ИМИН""",ТАТАРСТАН,"420061, ТАТАРСТАН, КАЗАНЬ, НИКОЛАЯ ЕРШОВА, 27",13650.0,648.0,20760.0,20880.0,133841.0,880.5201465201466
1658074412,"ООО ""КАЗАНЬСПЕЦСТРОЙ""",ТАТАРСТАН,"420033, ТАТАРСТАН, КАЗАНЬ, БОГАТЫРЕВА, 5А",15803.0,96989.0,120806.0,52745.0,35758.0,126.27349237486554
1658087370,"ООО ""ИТЦ КЛИМАТРОНИК""",ТАТАРСТАН,"420095, ТАТАРСТАН, КАЗАНЬ, 201, 1001",2952.0,1942.0,11904.0,3548.0,4287.0,45.22357723577235
1658114182,"ООО ""АНСАТ СТРОЙ""",ТАТАРСТАН,"420111, ТАТАРСТАН, Казань, МОСКОВСКАЯ, 43, 1",72.0,244.0,73.0,2.0,,
1658119575,"ООО СК ""СПЕЦСТРОЙ""",ТАТАРСТАН,"420127, ТАТАРСТАН, КАЗАНЬ, МИХАИЛА МИЛЯ, 63Б, 3, ПОМЕЩЕНИЕ 317М",6896.0,4795.0,7628.0,3220.0,0.0,-100.0
1658127086,"ООО ""СК ""АРКОНТ""",ТАТАРСТАН,"420102, ТАТАРСТАН, КАЗАНЬ, СЕРОВА, 22/24, 291",3499.0,-2471.0,-594.0,2725.0,1418.0,-59.47413546727637
1658129816,"ООО ""ГРЭЙТСТРОЙ""",ТАТАРСТАН,"420021, ТАТАРСТАН, КАЗАНЬ, ГАБДУЛЛЫ ТУКАЯ, 64, 50",39616.0,-30093.0,8493.0,-76431.0,-25013.0,-163.13863085621972
1658135369,"ООО ""СПЕЦСТРОЙСЕРВИС""",ТАТАРСТАН,"420087, ТАТАРСТАН, КАЗАНЬ, РОДИНЫ, 7, 1303",7412.0,3367.0,17461.0,2549.0,30043.0,305.3291958985429
1658147815,"ООО СЗ ""СК БРИЗ""",ТАТАРСТАН,"420033, ТАТАРСТАН, КАЗАНЬ, БОГАТЫРЕВА, 5, 2",-11681.0,23675.0,102516.0,11182.0,-138.0,98.81859429843335
1658147854,"ООО ""СК""ГС-РЕЗЕРВ""",МОСКВА,"119361, МОСКВА, МАРИИ ПОЛИВАНОВОЙ, 9, 27",1379.0,43.0,-89.0,7.0,6.0,-99.56490210297318
1658151554,"ООО ""АЗОН""",ТАТАРСТАН,"420051, ТАТАРСТАН, КАЗАНЬ, АВТОСЕРВИСНАЯ, 6, 4",1418.0,19896.0,6.0,-10112.0,10091.0,611.6361071932299
1658152572,"ООО ""МОНАТ ГРУПП""",ТАТАРСТАН,"420051, ТАТАРСТАН, КАЗАНЬ, ХИМИЧЕСКАЯ, 48",8582.0,5991.0,45934.0,4549.0,13248.0,54.369610813330226
1658153135,"ООО ""ИСК ""СТРОЙИНЖИНИРИНГ""",ТАТАРСТАН,"422060, ТАТАРСТАН, САБИНСКИЙ, БОГАТЫЕ САБЫ, ТУКАЯ, 87А, 47",10946.0,32535.0,541794.0,25374.0,62144.0,467.7325050246665
1658157394,"ООО ""ВОЛГАРЭСЦЕНТР""",ТАТАРСТАН,"420051, ТАТАРСТАН, КАЗАНЬ, ХИМИЧЕСКАЯ, 3, 2/1",190.0,,,,,
1658175266,"ООО ""ЭКОДОМ""",ТАТАРСТАН,"420066, ТАТАРСТАН, КАЗАНЬ, СОЛДАТСКАЯ, 8, 24",2339.0,6300.0,-6294.0,229.0,0.0,-100.0
