inn,org_id,short_name,ogrn,organization_status,region,district,city,settlement,address,registry_category,registry_okved,registry_activity,bo_okved,year,revenue,gross_profit,sales_profit,profit_before_tax,net_profit,interest_income,interest_expense,ebit,correction_id,correction_version,date_present,collection_status,latitude,longitude,geocoded_name,geocode_precision,geocode_status,geocode_error
1207007519,46466,"ООО ""БИРХАУС""",1041201401724,ACTIVE,МАРИЙ ЭЛ,,ЙОШКАР-ОЛА,,"424016, МАРИЙ ЭЛ, ЙОШКАР-ОЛА, ЛУНАЧАРСКОГО, 52",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,794171.0,,,,158735.0,,8783.0,,54979920,0,2026-03-23T14:57:18,success_bfo,56.6178753,47.8982441,"улица Луначарского, 52, Йошкар-Ола, Марий Эл, Россия",address,success,
1435203400,399300,"ООО ""СЗ ""ТРАНССТРОЙ""",1081435006311,ACTIVE,САХА /ЯКУТИЯ/,,ЯКУТСК,,"677014, САХА /ЯКУТИЯ/, ЯКУТСК, АВТОСТРАДА 50 ЛЕТ ОКТЯБРЯ, 10, 1А",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,50230.0,7666.0,7666.0,210773.0,158080.0,39721.0,,171052.0,56590867,0,2026-03-31T08:29:33,success_bfo,62.0738132,129.7366718,"Автострада 50 лет Октября, Якутск, Республика Саха (Якутия), Россия",address,success,
4823055595,7404677,"ООО ""СМУ-48""",1124823014997,ACTIVE,ЛИПЕЦКАЯ,,ЛИПЕЦК,,"398005, ЛИПЕЦКАЯ, ЛИПЕЦК, З.КОСМОДЕМЬЯНСКОЙ, 1А",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,890918.0,,,,157914.0,,,,56020360,0,2026-03-30T08:19:58,success_bfo,52.5894524,39.6238674,"D13, улица Зои Космодемьянской, 1А, Липецк, Липецкая область, Россия",address,success,
4401159638,9108182,"АО ""ПРОФИСТРОЙ""",1154401001677,ACTIVE,КОСТРОМСКАЯ,,КОСТРОМА,,"156011, КОСТРОМСКАЯ, КОСТРОМА, БЕРЕЗОВЫЙ, 10",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,199776.0,124234.0,124234.0,163420.0,155579.0,8.0,0.0,163412.0,56155808,0,2026-03-30T12:36:39,success_bfo,57.7302496,40.928541,"Санаторий Костромской, 10, Кострома, Костромская область, Россия",address,success,
6679071411,9231081,"ООО ""ЕЭМ""",1156658020111,ACTIVE,СВЕРДЛОВСКАЯ,,ЕКАТЕРИНБУРГ,,"620000, СВЕРДЛОВСКАЯ, ЕКАТЕРИНБУРГ, ШЕЙНКМАНА, 9, 51",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,42.22.2,2025,1117714.0,192431.0,151232.0,197966.0,154065.0,102090.0,77365.0,173241.0,57780023,1,2026-06-29T11:35:20,success_bfo,56.8281447,60.5864036,"Уральский региональный центр МЧС России, улица Шейнкмана, 84, Екатеринбург, Свердловская область, Россия",address,success,
7733294690,9854530,"ООО ""ГОРСВЕТ""",1167746718919,ACTIVE,МОСКВА,,,,"125476, МОСКВА, ВАСИЛИЯ ПЕТУШКОВА, 8, 3",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,43.21,2025,1023565.0,221487.0,204124.0,205097.0,153813.0,5242.0,,199855.0,56385610,0,2026-03-30T17:51:51,success_bfo,55.8359521,37.4011376,"улица Василия Петушкова, 3 к3 с8, Москва, Москва, Россия",address,success,
2723198420,10512520,"ООО ""СОТ""",1182724000337,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"196191, САНКТ-ПЕТЕРБУРГ, НОВОИЗМАЙЛОВСКИЙ, 20, 1 ЛИТЕР А, 77",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,644543.0,,,,153131.0,,4685.0,,57001333,0,2026-03-31T16:17:15,success_bfo,,,,,not_found,
5044125581,11861391,"ООО ""ВИС ИНЖИНИРИНГ""",1225000054718,ACTIVE,МОСКОВСКАЯ,,СОЛНЕЧНОГОРСК,,"141506, МОСКОВСКАЯ, СОЛНЕЧНОГОРСК, КРАСНАЯ, 23, 16",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,757039.0,35235.0,-212.0,-212.0,152663.0,,0.0,-212.0,56706935,0,2026-03-31T11:47:11,success_bfo,56.1868973,36.9797987,"Сувениры с символикой Солнечногорска, Красная улица, 82, Солнечногорск, Московская область, Россия",address,success,
5902994670,8557336,"ООО ""ИНТЕРКОМ""",1145958030393,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"191167, САНКТ-ПЕТЕРБУРГ, ТЕЛЕЖНАЯ, 37, С, 9-Н",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,768031.0,,,,149523.0,,,,54489894,0,2026-03-18T10:11:38,success_bfo,59.9228816,30.3800651,"Тележная улица, 37 литС, Санкт-Петербург, Санкт-Петербург, Россия",address,success,
7713748105,1478523,"ООО ""АЛЬФА-ФИНАНС""",1127746380190,ACTIVE,МОСКВА,,,,"127299, МОСКВА, БОЛЬШАЯ АКАДЕМИЧЕСКАЯ, 5, 4/424",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,63.11.1,2025,1005530.0,406238.0,210660.0,191052.0,148499.0,3902.0,35186.0,222336.0,54557200,0,2026-03-18T17:33:24,success_bfo,55.8184848,37.5221579,"Большая Академическая улица, 5, Москва, Москва, Россия",address,success,
1215012600,5123155,"АО ""СЗ ПМК-5""",1021200769908,ACTIVE,МАРИЙ ЭЛ,,ЙОШКАР-ОЛА,,"424037, МАРИЙ ЭЛ, ЙОШКАР-ОЛА, ДРУЖБЫ, 98А",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1030269.0,295024.0,202798.0,198630.0,148252.0,11433.0,6383.0,193580.0,55070674,1,2026-03-24T10:10:19,success_bfo,56.6545467,47.8728127,"улица Дружбы, 98А, Йошкар-Ола, Марий Эл, Россия",address,success,
2225079613,6136781,"ООО ""ГТМ-СТРОЙ""",1062225021066,ACTIVE,АЛТАЙСКИЙ,,НОВОАЛТАЙСК,,"658084, АЛТАЙСКИЙ, НОВОАЛТАЙСК, ВОЕНСТРОЯ, 65",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,694793.0,352828.0,179899.0,199265.0,147980.0,3598.0,87.0,195754.0,56068991,0,2026-03-30T10:21:42,success_bfo,53.3875253,83.9570474,"улица Военстроя, 65, Новоалтайск, Алтайский край, Россия",address,success,
1215078778,5110123,"ООО ""СЗ ""РУСАГРОСТРОЙ""",1021200782173,ACTIVE,МАРИЙ ЭЛ,,ЙОШКАР-ОЛА,,"424004, МАРИЙ ЭЛ, ЙОШКАР-ОЛА, ЛЬВА ТОЛСТОГО, 62",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1715423.0,343167.0,157213.0,203342.0,147015.0,,,203342.0,55505249,0,2026-03-26T11:25:35,success_bfo,56.6458825,47.9024462,"улица Льва Толстого, Йошкар-Ола, Марий Эл, Россия",address,success,
6167065479,6950650,"АО ""СЗ ""СМУ №1""",1026104146177,ACTIVE,РОСТОВСКАЯ,,Ростов-на-Дону,,"344002, РОСТОВСКАЯ, Ростов-на-Дону, БУДЕННОВСКИЙ, 36, 406",Среднее предприятие,41.2,41.2 Строительство жилых и нежилых зданий,77.39.11,2025,21219.0,-8153.0,-56488.0,205094.0,146543.0,282701.0,2016.0,-75591.0,54426239,0,2026-03-17T14:29:20,success_bfo,47.22474,39.7065734,"Ростов-на-Дону 344002, Будённовский проспект, 50, Ростов-на-Дону, Ростовская область, Россия",address,success,
1200003579,11727280,"ООО ""СЗ ""СК""ПИК""",1211200004971,ACTIVE,МАРИЙ ЭЛ,,ЙОШКАР-ОЛА,,"424005, МАРИЙ ЭЛ, ЙОШКАР-ОЛА, СЕРНУРСКИЙ, 20Б, 2",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,825582.0,160465.0,124421.0,154195.0,146478.0,29654.0,,124541.0,57679401,1,2026-05-12T15:37:14,success_bfo,56.653277,47.9549525,"Татнефть, Сернурский тракт, 2Б, Йошкар-Ола, Марий Эл, Россия",address,success,
7704442569,10337223,"ООО ""МЕЖРЕГИОНСТРОЙ""",1177746871433,ACTIVE,МОСКВА,,,,"125424, МОСКВА, ВОЛОКОЛАМСКОЕ, 73, 3",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,71.11,2025,407203.0,,,,145286.0,,4898.0,,57144669,0,2026-03-31T18:13:06,success_bfo,55.8243084,37.429523,"Эксперт Банкрот, Волоколамское шоссе, 73, Москва, Москва, Россия",address,success,
3906151325,6120830,"ЗАО ""МОНТАЖ-ОКНО""",1063906071635,ACTIVE,КАЛИНИНГРАДСКАЯ,,КАЛИНИНГРАД,,"236003, КАЛИНИНГРАДСКАЯ, КАЛИНИНГРАД, ЯЛТИНСКАЯ, 44, ЛИТ.А ЛИТ.II А",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,259037.0,,,,144835.0,,519.0,,55824188,0,2026-03-27T18:48:44,success_bfo,,,,,not_found,
6027112351,4180442,"ООО СЗ ""КАПИТАЛ ИНВЕСТСТРОЙ""",1086027002753,ACTIVE,ПСКОВСКАЯ,,ПСКОВ,,"180006, ПСКОВСКАЯ, ПСКОВ, ЛИНЕЙНАЯ, 3, 101",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.20,2025,258270.0,185160.0,180518.0,193516.0,144649.0,19901.0,0.0,173615.0,54341678,0,2026-03-16T14:45:45,success_bfo,57.8404466,28.3317596,"Линейная улица, Псков, Псковская область, Россия",address,success,
7725375056,10235301,"ООО ""МОНОЛИТ""",1177746504979,ACTIVE,МОСКВА,,,,"123298, МОСКВА, НАРОДНОГО ОПОЛЧЕНИЯ, 40, 1, 1 КОМ 4",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,358617.0,,,,144642.0,,18445.0,,55749900,0,2026-03-27T14:40:20,success_bfo,55.7941411,37.5017091,"улица Народного Ополчения, 52 к4, Москва, Москва, Россия",address,success,
6330032139,5396207,"ООО ""РСГ-ГРУПП""",1076330000075,ACTIVE,МОСКВА,,,,"115280, МОСКВА, ЛЕНИНСКАЯ СЛОБОДА, 19, 6А/4",Среднее предприятие,41.2,41.2 Строительство жилых и нежилых зданий,43.11.1,2025,1285432.0,85457.0,55525.0,186646.0,144557.0,16482.0,1383.0,171547.0,57392022,0,2026-03-31T23:27:17,success_bfo,55.707719,37.654326,"улица Ленинская Слобода, 19 с4, Москва, Москва, Россия",address,success,
7720714650,5415438,"ООО ""АДЮТОН-Н""",1117746272401,ACTIVE,МОСКВА,,,,"123242, МОСКВА, ЗООЛОГИЧЕСКАЯ, 10, 2/5",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,2980717.0,530383.0,231480.0,197103.0,143859.0,5603.0,7821.0,199321.0,56983819,0,2026-03-31T15:59:41,success_bfo,55.781429,37.5520571,"10 корпус, 2-й Боткинский проезд, 5 к10, Москва, Москва, Россия",address,success,
5261090174,8405207,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""МОЙ ДОМ КАМЕНКИ""",1145261001093,ACTIVE,НИЖЕГОРОДСКАЯ,,НИЖНИЙ НОВГОРОД,КУСАКОВКА,"607635, НИЖЕГОРОДСКАЯ, НИЖНИЙ НОВГОРОД, КУСАКОВКА, ПОЛЕВАЯ, 58, П1",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,623800.0,209075.0,197675.0,196569.0,142727.0,24813.0,9721.0,181477.0,53513203,0,2026-02-16T08:56:56,success_bfo,56.1806818,43.9100637,"Полевая улица, 58, сельское поселение Кусаковка, Нижегородская область, Россия",address,success,
4703142292,8938599,"ООО ""АРСЕНАЛ-10""",1144703003851,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"197376, САНКТ-ПЕТЕРБУРГ, ПЛЕСЕЦКАЯ, 2, 1, 48Н",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,488957.0,295447.0,206127.0,203476.0,142638.0,36865.0,0.0,166611.0,55200885,0,2026-03-24T17:30:46,success_bfo,60.0301543,30.2049501,"Boxberry, Плесецкая улица, 2 с1, Санкт-Петербург, Санкт-Петербург, Россия",address,success,
7733881088,8547709,"ООО ""БАСК""",1147746537102,ACTIVE,МОСКВА,,,,"111141, МОСКВА, КУСКОВСКАЯ, 20А, 1/1",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,,2025,4097138.0,245050.0,145476.0,183557.0,141785.0,94461.0,31045.0,120141.0,55443897,1,2026-03-25T16:57:27,success_bfo,55.7408739,37.785077,"Fitness City, Кусковская улица, 20А, Москва, Москва, Россия",address,success,
8911018470,6596667,"ООО ""ПЦН""",1028900857523,ACTIVE,ЯМАЛО-НЕНЕЦКИЙ,ПУРОВСКИЙ,ТАРКО-САЛЕ,,"629851, ЯМАЛО-НЕНЕЦКИЙ, ПУРОВСКИЙ, ТАРКО-САЛЕ, ПРОМЫШЛЕННАЯ, 2",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,1102868.0,93379.0,93379.0,189065.0,141188.0,99218.0,1222.0,91069.0,56096218,0,2026-03-30T11:06:15,success_bfo,64.9088483,77.7521784,"Промышленная улица, 2, Тарко-Сале, Ямало-Ненецкий автономный округ, Россия",address,success,
1513043241,7998669,"ООО ""ПРОМЖИЛСТРОЙ РСО-АЛАНИЯ""",1131513004754,ACTIVE,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ,,ВЛАДИКАВКАЗ,,"362021, СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ, ВЛАДИКАВКАЗ, НЕИЗВЕСТНОГО СОЛДАТА, 12, 1",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1142806.0,,,,140676.0,,91.0,,56292003,0,2026-03-30T15:49:11,success_bfo,43.0520063,44.7011092,"улица Неизвестного Солдата, Владикавказ, Северная Осетия — Алания, Россия",address,success,
7802707358,11319558,"ООО ""СК ВЕКТОР""",1207800061402,ACTIVE,САНКТ-ПЕТЕРБУРГ,,,,"194214, САНКТ-ПЕТЕРБУРГ, ЛИСТВЕННАЯ, 20, 2, 50Н",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1841358.0,279770.0,224981.0,188113.0,140654.0,2841.0,2826.0,188098.0,54568068,0,2026-03-18T20:32:19,success_bfo,60.0291533,30.3370221,"ЖК «Листва», Лиственная улица, 20 к2 с1, Санкт-Петербург, Санкт-Петербург, Россия",address,success,
5238000045,6883492,"АО ""СТРОИТЕЛЬ""",1025200912571,ACTIVE,НИЖЕГОРОДСКАЯ,ШАТКОВСКИЙ,,ШАТКИ,"607700, НИЖЕГОРОДСКАЯ, ШАТКОВСКИЙ, ШАТКИ, ПУШКИНА, 33",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,42.11,2025,1565420.0,241194.0,241194.0,196331.0,140604.0,1292.0,0.0,195039.0,57760930,2,2026-06-18T10:48:48,success_bfo,55.187111,44.1273889,"Шатковское РайПО, Центральная улица, 33, Шатки, Нижегородская область, Россия",address,success,
3235001826,5688989,"АО ""СЗ ""КОМПЛЕКТ""",1023201293114,ACTIVE,БРЯНСКАЯ,,БРЯНСК,,"241020, БРЯНСКАЯ, БРЯНСК, ТУХАЧЕВСКОГО, 8",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,414194.0,184540.0,86560.0,160195.0,140498.0,14709.0,34.0,145520.0,57646593,1,2026-04-29T15:29:48,success_bfo,53.2144774,34.4266512,"улица Тухачевского, 8, Брянск, Брянская область, Россия",address,success,
5003110787,8849106,"ООО ""РЕКОНСТРУКЦИЯ""",1145003002506,ACTIVE,МОСКОВСКАЯ,,ДОМОДЕДОВО,,"142029, МОСКОВСКАЯ, ДОМОДЕДОВО, ЛОГИСТИЧЕСКАЯ, 10А",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,2563468.0,306144.0,195777.0,199793.0,140461.0,2191.0,0.0,197602.0,53953394,0,2026-03-06T11:21:01,success_bfo,55.4714094,37.7178493,"Логистическая улица, Домодедово, Московская область, Россия",address,success,
3015102995,8799899,"ООО  ""ГЕОБУРМОНТАЖ""",1143015002085,ACTIVE,АСТРАХАНСКАЯ,,АСТРАХАНЬ,,"414045, АСТРАХАНСКАЯ, АСТРАХАНЬ, ТАМБОВСКАЯ, 13",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,314535.0,,,,140343.0,,171.0,,56769463,0,2026-03-31T13:01:51,success_bfo,46.3409333,48.0258104,"ГУ МЧС России по Астраханской области, Волжская улица/Тамбовская, 11/3, Астрахань, Астраханская область, Россия",address,success,
1643012357,117035,"ООО  ""НЕФТЕСТРОЙЭНЕРГО""",1121688000180,ACTIVE,ТАТАРСТАН,АЛЬМЕТЬЕВСКИЙ,АЛЬМЕТЬЕВСК,,"423458, ТАТАРСТАН, АЛЬМЕТЬЕВСКИЙ, АЛЬМЕТЬЕВСК, ГАБДУЛЛЫ ТУКАЯ, 41Б, 22",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,3598841.0,307518.0,181494.0,185901.0,139426.0,,,185901.0,57276997,0,2026-03-31T20:23:27,success_bfo,54.8968271,52.3140667,"проспект Тукая, 41Б, Альметьевск, Татарстан, Россия",address,success,
7022009793,6344639,"ООО ""СИБ-РЕКОН""",1027001622988,ACTIVE,ТОМСКАЯ,,СТРЕЖЕВОЙ,,"636785, ТОМСКАЯ, СТРЕЖЕВОЙ, ЕРМАКОВА, 6",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1392769.0,360566.0,256114.0,195447.0,138936.0,8902.0,0.0,186545.0,54087900,0,2026-03-11T12:44:15,success_bfo,60.7122348,77.6574246,"Аэропорт Стрежевой, территория Аэропорт, Стрежевой, Томская область, Россия",address,success,
2129005369,5260273,"АО ""СЗ ""ТУС""",1022101137398,ACTIVE,ЧУВАШСКАЯ РЕСПУБЛИКА -,,ЧЕБОКСАРЫ,,"428034, ЧУВАШСКАЯ РЕСПУБЛИКА -, ЧЕБОКСАРЫ, МИЧМАНА ПАВЛОВА, 39, 7",Среднее предприятие,41.2,41.20 Строительство жилых и нежилых зданий,23.32,2025,1767005.0,463718.0,187817.0,185101.0,138826.0,,14828.0,199929.0,57617295,1,2026-04-23T17:17:41,success_bfo,,,,,not_found,
6319024310,2891792,"ООО СМПФ ""ЭЛРИ""",1026301718420,ACTIVE,САМАРСКАЯ,,САМАРА,,"443031, САМАРСКАЯ, САМАРА, ТАШКЕНТСКАЯ, 248Б",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,414866.0,199420.0,146210.0,184677.0,138468.0,34899.0,188.0,149966.0,53746295,0,2026-02-27T08:19:03,success_bfo,53.2700226,50.2192788,"Ташкентская улица, 248Б, Самара, Самарская область, Россия",address,success,
6150075888,8384231,"ООО ""КОМКОРД""",1146183000699,ACTIVE,РОСТОВСКАЯ,,НОВОЧЕРКАССК,,"346428, РОСТОВСКАЯ, НОВОЧЕРКАССК, МИХАЙЛОВСКАЯ, 164А, 2, 3",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,71.12.1,2025,552514.0,237622.0,195307.0,187776.0,138301.0,0.0,0.0,187776.0,54748653,0,2026-03-20T14:36:13,success_bfo,47.415351,40.0810151,"Михайловская улица, 164А, Новочеркасск, Ростовская область, Россия",address,success,
9706005173,11271310,"ООО ""СМАЙНЭКС ИНЖИНИРИНГ""",1207700089057,ACTIVE,МОСКВА,,,,"119017, МОСКВА, КАДАШЁВСКАЯ, 6/1/2, 1, 1/6",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,238428.0,237387.0,21246.0,140714.0,138285.0,118963.0,3721.0,25472.0,55305359,0,2026-03-25T10:45:39,success_bfo,55.7428235,37.6171296,"Кадашёвская набережная, 6/1/2 с1, Москва, Москва, Россия",address,success,
6234165390,10077324,"ООО ""СПЕЦПРОМСТРОЙ""",1176234001327,ACTIVE,РЯЗАНСКАЯ,,РЯЗАНЬ,,"390000, РЯЗАНСКАЯ, РЯЗАНЬ, ПОЛЕВАЯ, 75, Н116",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1616654.0,485768.0,239007.0,186229.0,138133.0,921.0,2590.0,187898.0,57277156,0,2026-03-31T20:24:25,success_bfo,54.6206225,39.7366367,"ЖК Время, Полевая улица, 75, Рязань, Рязанская область, Россия",address,success,
6658460625,8871435,"ООО ""МАСТЕР-Р""",1146658014304,ACTIVE,СВЕРДЛОВСКАЯ,,ЕКАТЕРИНБУРГ,,"620028, СВЕРДЛОВСКАЯ, ЕКАТЕРИНБУРГ, ВИКУЛОВА, 30, КВАРТИРА 6",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,594546.0,,,,138104.0,,,,55142715,0,2026-03-24T08:46:43,success_bfo,56.8335663,60.5414968,"улица Викулова, 30, Екатеринбург, Свердловская область, Россия",address,success,
7811419726,1473581,"АО ""СПЕЦСТРОЙМОНТАЖ""",1089847397705,ACTIVE,ЛЕНИНГРАДСКАЯ,,СОСНОВЫЙ БОР,,"188540, ЛЕНИНГРАДСКАЯ, СОСНОВЫЙ БОР, ЛЕНИНГРАДСКАЯ, 70, 4/2",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,343779.0,,,,137580.0,,1447.0,,57388547,0,2026-03-31T20:45:34,success_bfo,59.9031064,29.0692337,"Ленинградская улица, 70, Сосновый Бор, Ленинградская область, Россия",address,success,
6321244183,4323264,"ООО ""ПРОМСТРОЙПРОЕКТ""",1106320005967,ACTIVE,САМАРСКАЯ,,ТОЛЬЯТТИ,,"445051, САМАРСКАЯ, ТОЛЬЯТТИ, МАРШАЛА ЖУКОВА, 35Б, 1006",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.20,2025,1743973.0,372875.0,196715.0,186137.0,137498.0,9695.0,6148.0,182590.0,56220791,0,2026-03-30T14:09:51,success_bfo,53.5099966,49.3009859,"Тольятти 445051, улица Маршала Жукова, 26, Тольятти, Самарская область, Россия",address,success,
6658456643,8589578,"ООО ""КИСЛОРОДМОНТАЖ""",1146658008496,ACTIVE,СВЕРДЛОВСКАЯ,,ЕКАТЕРИНБУРГ,,"620034, СВЕРДЛОВСКАЯ, ЕКАТЕРИНБУРГ, ТОЛЕДОВА, 41, 143",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,764815.0,,,,136793.0,,3442.0,,55095933,0,2026-03-24T10:54:17,success_bfo,56.8557928,60.544771,"улица Толедова, Екатеринбург, Свердловская область, Россия",address,success,
8601048996,7754387,"ООО ""СТАНДАРТ""",1138601000361,ACTIVE,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,ОКТЯБРЬСКИЙ,,ТАЛИНКА,"628195, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, ОКТЯБРЬСКИЙ, ТАЛИНКА, КОММУНАЛЬНАЯ, 7, 1",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,41.2,2025,1108950.0,176022.0,159550.0,181791.0,136131.0,14562.0,0.0,167229.0,55553260,0,2026-03-26T14:25:13,success_bfo,61.5447221,66.4574505,"Коммунальная улица, 5/7, Талинка, Ханты-Мансийский автономный округ — Югра, Россия",address,success,
2130136045,8459685,"ООО ""СЗ""МОНОЛИТ-58""",1142130005214,ACTIVE,ЧУВАШСКАЯ РЕСПУБЛИКА -,,ЧЕБОКСАРЫ,,"428018, ЧУВАШСКАЯ РЕСПУБЛИКА -, ЧЕБОКСАРЫ, МОСКОВСКИЙ, 17, 1, 3",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,71.12.2,2025,124464.0,92736.0,89282.0,148868.0,135977.0,55873.0,0.0,92995.0,57659485,1,2026-05-04T15:15:41,success_bfo,56.1451477,47.2223102,"Московский проспект, 17Г, Чебоксары, Чувашия, Россия",address,success,
0278210378,8453347,"ООО ""СТЗ""",1140280019241,ACTIVE,БАШКОРТОСТАН,,УФА,,"450097, БАШКОРТОСТАН, УФА, ХАДИИ ДАВЛЕТШИНОЙ, 11, А, 294",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,216207.0,147275.0,146936.0,146182.0,134766.0,0.0,0.0,146182.0,54974865,0,2026-03-23T15:45:45,success_bfo,54.7365116,55.9927139,"бульвар Хадии Давлетшиной, 11А, Уфа, Башкортостан, Россия",address,success,
3728001189,1807346,"АО ""ДСУ-1""",1023700546407,ACTIVE,МОСКВА,,,,"125284, МОСКВА, ХОРОШЁВСКОЕ, 16, 3",Среднее предприятие,41.2,41.2 Строительство жилых и нежилых зданий,68.20.29,2025,715409.0,351685.0,145454.0,220076.0,134226.0,0.0,66040.0,286116.0,56695204,0,2026-03-31T11:11:56,success_bfo,55.7741834,37.5458649,"Икорный, Хорошёвское шоссе, 16 с3, Москва, Москва, Россия",address,success,
1658073480,3719288,"ООО ""ИМИН""",1061658043908,ACTIVE,ТАТАРСТАН,,КАЗАНЬ,,"420061, ТАТАРСТАН, КАЗАНЬ, НИКОЛАЯ ЕРШОВА, 27",Малое предприятие,41.2,41.2 Строительство жилых и нежилых зданий,42.21,2025,939052.0,332488.0,132621.0,157382.0,133841.0,491.0,8674.0,165565.0,55684869,0,2026-03-27T11:31:41,success_bfo,55.7984908,49.1781024,"улица Николая Ершова, Казань, Татарстан, Россия",address,success,
5638073104,10542142,"ООО ""СП-33""",1185658002375,ACTIVE,ОРЕНБУРГСКАЯ,,ОРЕНБУРГ,,"460000, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ХЛЕБНЫЙ, 3/1, 1",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,296208.0,,,,133833.0,,,,56100170,0,2026-03-30T11:27:21,success_bfo,51.7646002,55.0941194,"Хлебный переулок, 1, Оренбург, Оренбургская область, Россия",address,success,
7203094857,7026783,"ООО ""СЗ ""ИНКО И К""",1027200851391,ACTIVE,ТЮМЕНСКАЯ,,ТЮМЕНЬ,,"625001, ТЮМЕНСКАЯ, ТЮМЕНЬ, ПОЛЕВАЯ, 115 Б",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,41.20,2025,1933401.0,692057.0,558799.0,181261.0,130260.0,157.0,293708.0,474812.0,57643335,1,2026-04-29T09:17:32,success_bfo,57.1720342,65.4896449,"Инко, Полевая улица, 115Б, Тюмень, Тюменская область, Россия",address,success,
1215048572,5127178,"АО ""СЗ ""КОНТИНЕНТ""",1021200771954,ACTIVE,МАРИЙ ЭЛ,,ЙОШКАР-ОЛА,,"424004, МАРИЙ ЭЛ, ЙОШКАР-ОЛА, ВОЗНЕСЕНСКАЯ, 30, II",Малое предприятие,41.2,41.20 Строительство жилых и нежилых зданий,71.12.2,2025,977758.0,197469.0,164281.0,177093.0,130241.0,38361.0,5941.0,144673.0,57052744,0,2026-03-31T16:55:33,success_bfo,56.6433672,47.9051436,"Континент, Вознесенская улица, 30, Йошкар-Ола, Марий Эл, Россия",address,success,
